Date,Time,PID,Level,Component,Content,TypeOfContent,BlockID,datetime_id,Tag
2008-11-10,115226,10579,INFO,dfs.DataNode$DataXceiver,Receiving block blk_8992894896370738220 src: /10.251.43.210:54766 dest: /10.251.43.210:50010,Receiving,blk_8992894896370738220,081110115226,Receiving
2008-11-10,115408,10446,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-7230947007726948080 src: /10.251.29.239:53564 dest: /10.251.29.239:50010,Receiving,blk_-7230947007726948080,081110115408,Receiving
2008-11-10,115526,10492,INFO,dfs.DataNode$DataXceiver,Receiving block blk_1869228153483717375 src: /10.251.203.4:56599 dest: /10.251.203.4:50010,Receiving,blk_1869228153483717375,081110115526,Receiving
2008-11-10,115614,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.65.203:50010 is added to blk_-3949633496933134307 size 67108864,BLOCK*,blk_-3949633496933134307,081110115614,BLOCK*
2008-11-10,115700,10671,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-8745453424063341007 terminating,PacketResponder,blk_-8745453424063341007,081110115700,PacketResponder
2008-11-10,115734,10668,INFO,dfs.DataNode$PacketResponder,Received block blk_-2117066166574895060 of size 67108864 from /10.251.73.188,Received,blk_-2117066166574895060,081110115734,Received
2008-11-10,115737,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.195.33:50010 is added to blk_512039711533506696 size 67108864,BLOCK*,blk_512039711533506696,081110115737,BLOCK*
2008-11-10,115742,10672,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_6017354285686373326 terminating,PacketResponder,blk_6017354285686373326,081110115742,PacketResponder
2008-11-10,115804,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.126.83:50010 is added to blk_5176855630425795751 size 67108864,BLOCK*,blk_5176855630425795751,081110115804,BLOCK*
2008-11-10,115934,10597,INFO,dfs.DataNode$PacketResponder,Received block blk_-4433556521525567493 of size 28492032 from /10.250.6.4,Received,blk_-4433556521525567493,081110115934,Received
2008-11-10,120103,10778,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-5321676321043683563 terminating,PacketResponder,blk_-5321676321043683563,081110120103,PacketResponder
2008-11-10,120139,10638,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-357695136519539363 terminating,PacketResponder,blk_-357695136519539363,081110120139,PacketResponder
2008-11-10,120233,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.37:50010 is added to blk_-7603740654202748654 size 67108864,BLOCK*,blk_-7603740654202748654,081110120233,BLOCK*
2008-11-10,120246,10414,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_1279439901767890758 terminating,PacketResponder,blk_1279439901767890758,081110120246,PacketResponder
2008-11-10,120247,10427,INFO,dfs.DataNode$DataXceiver,Receiving block blk_8942969309743886844 src: /10.251.110.68:58266 dest: /10.251.110.68:50010,Receiving,blk_8942969309743886844,081110120247,Receiving
2008-11-10,120247,10525,INFO,dfs.DataNode$PacketResponder,Received block blk_469871968689793326 of size 67108864 from /10.251.30.179,Received,blk_469871968689793326,081110120247,Received
2008-11-10,120410,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_001080_0/part-01080. blk_2847401988110989655,BLOCK*,blk_2847401988110989655,081110120410,BLOCK*
2008-11-10,120429,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.197.226:50010 is added to blk_4307207852226914003 size 67108864,BLOCK*,blk_4307207852226914003,081110120429,BLOCK*
2008-11-10,120516,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.73.220:50010 is added to blk_3506875694435075421 size 67108864,BLOCK*,blk_3506875694435075421,081110120516,BLOCK*
2008-11-10,120524,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.202.134:50010 is added to blk_-4945182943709543868 size 67108864,BLOCK*,blk_-4945182943709543868,081110120524,BLOCK*
2008-11-10,120621,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_000809_0/part-00809. blk_7550266985912909372,BLOCK*,blk_7550266985912909372,081110120621,BLOCK*
2008-11-10,120718,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.215.192:50010 is added to blk_-4619809198345103330 size 67108864,BLOCK*,blk_-4619809198345103330,081110120718,BLOCK*
2008-11-10,120807,10546,INFO,dfs.DataNode$PacketResponder,Received block blk_4614530673206341566 of size 67108864 from /10.251.91.229,Received,blk_4614530673206341566,081110120807,Received
2008-11-10,120857,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.201.204:50010 is added to blk_6125469222540396851 size 67108864,BLOCK*,blk_6125469222540396851,081110120857,BLOCK*
2008-11-10,120931,10872,INFO,dfs.DataNode$DataXceiver,Receiving block blk_6868050965297613251 src: /10.251.201.204:47734 dest: /10.251.201.204:50010,Receiving,blk_6868050965297613251,081110120931,Receiving
2008-11-10,121045,10833,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-7266711648018793699 src: /10.251.31.242:47086 dest: /10.251.31.242:50010,Receiving,blk_-7266711648018793699,081110121045,Receiving
2008-11-10,121136,10865,INFO,dfs.DataNode$DataXceiver,Receiving block blk_9146254623576405494 src: /10.250.7.146:60294 dest: /10.250.7.146:50010,Receiving,blk_9146254623576405494,081110121136,Receiving
2008-11-10,121153,10880,INFO,dfs.DataNode$PacketResponder,Received block blk_-6966935672736779591 of size 67108864 from /10.251.90.64,Received,blk_-6966935672736779591,081110121153,Received
2008-11-10,121156,11034,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-7411687001739959508 src: /10.251.122.65:46080 dest: /10.251.122.65:50010,Receiving,blk_-7411687001739959508,081110121156,Receiving
2008-11-10,121202,11005,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_6514181997629420906 terminating,PacketResponder,blk_6514181997629420906,081110121202,PacketResponder
2008-11-10,121248,10737,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-4434479572312007079 src: /10.251.30.101:60539 dest: /10.251.30.101:50010,Receiving,blk_-4434479572312007079,081110121248,Receiving
2008-11-10,121402,10935,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-3339018122410311668 terminating,PacketResponder,blk_-3339018122410311668,081110121402,PacketResponder
2008-11-10,121647,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.91.32:50010 is added to blk_5272761429354463572 size 67108864,BLOCK*,blk_5272761429354463572,081110121647,BLOCK*
2008-11-10,121711,11025,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-1680563440028826904 terminating,PacketResponder,blk_-1680563440028826904,081110121711,PacketResponder
2008-11-10,121758,10889,INFO,dfs.DataNode$PacketResponder,Received block blk_-5671206752084326639 of size 67108864 from /10.251.214.67,Received,blk_-5671206752084326639,081110121758,Received
2008-11-10,121758,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_1649162819905816843,Verification,blk_1649162819905816843,081110121758,Verification
2008-11-10,121943,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_001335_0/part-01335. blk_-2541428592126088938,BLOCK*,blk_-2541428592126088938,081110121943,BLOCK*
2008-11-10,121951,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.3:50010 is added to blk_6547729596040509998 size 67108864,BLOCK*,blk_6547729596040509998,081110121951,BLOCK*
2008-11-10,122121,10760,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-3673133694834392576 src: /10.251.109.209:49088 dest: /10.251.109.209:50010,Receiving,blk_-3673133694834392576,081110122121,Receiving
2008-11-10,122207,11264,INFO,dfs.DataNode$PacketResponder,Received block blk_48742413802609430 of size 67108864 from /10.251.106.10,Received,blk_48742413802609430,081110122207,Received
2008-11-10,122210,11081,INFO,dfs.DataNode$DataXceiver,Receiving block blk_6085274723649229095 src: /10.251.127.191:51113 dest: /10.251.127.191:50010,Receiving,blk_6085274723649229095,081110122210,Receiving
2008-11-10,122309,11240,INFO,dfs.DataNode$PacketResponder,Received block blk_-227411387418683230 of size 67108864 from /10.251.194.213,Received,blk_-227411387418683230,081110122309,Received
2008-11-10,122314,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.31.160:50010 is added to blk_3079488924320077240 size 67108864,BLOCK*,blk_3079488924320077240,081110122314,BLOCK*
2008-11-10,122407,11042,INFO,dfs.DataNode$PacketResponder,Received block blk_692184983396207285 of size 67108864 from /10.250.6.214,Received,blk_692184983396207285,081110122407,Received
2008-11-10,122444,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.102:50010 is added to blk_-5009274684359267777 size 67108864,BLOCK*,blk_-5009274684359267777,081110122444,BLOCK*
2008-11-10,122607,11193,INFO,dfs.DataNode$PacketResponder,Received block blk_2599050023684318911 of size 67108864 from /10.251.106.10,Received,blk_2599050023684318911,081110122607,Received
2008-11-10,122609,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.195:50010 is added to blk_3911263675181899748 size 67108864,BLOCK*,blk_3911263675181899748,081110122609,BLOCK*
2008-11-10,122630,10903,INFO,dfs.DataNode$DataXceiver,Receiving block blk_5641239200978828454 src: /10.251.42.9:51808 dest: /10.251.42.9:50010,Receiving,blk_5641239200978828454,081110122630,Receiving
2008-11-10,122648,11281,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-8852638972311349374 src: /10.251.107.227:46913 dest: /10.251.107.227:50010,Receiving,blk_-8852638972311349374,081110122648,Receiving
2008-11-10,122702,11168,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-719498947487451844 src: /10.251.125.193:52079 dest: /10.251.125.193:50010,Receiving,blk_-719498947487451844,081110122702,Receiving
2008-11-10,122717,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.63:50010 is added to blk_-3170270010972115378 size 67108864,BLOCK*,blk_-3170270010972115378,081110122717,BLOCK*
2008-11-10,122719,11316,INFO,dfs.DataNode$DataXceiver,Receiving block blk_6988110707613820142 src: /10.251.123.132:47658 dest: /10.251.123.132:50010,Receiving,blk_6988110707613820142,081110122719,Receiving
2008-11-10,123008,11210,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-1490623381339215624 terminating,PacketResponder,blk_-1490623381339215624,081110123008,PacketResponder
2008-11-10,123012,10997,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-2192382893903170466 src: /10.251.201.204:36915 dest: /10.251.201.204:50010,Receiving,blk_-2192382893903170466,081110123012,Receiving
2008-11-10,123040,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.149:50010 is added to blk_-6247364168500873179 size 67108864,BLOCK*,blk_-6247364168500873179,081110123040,BLOCK*
2008-11-10,123114,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.125.237:50010 is added to blk_4234385041723406944 size 67108864,BLOCK*,blk_4234385041723406944,081110123114,BLOCK*
2008-11-10,123132,11170,INFO,dfs.DataNode$PacketResponder,Received block blk_8968608251219902913 of size 67108864 from /10.251.195.52,Received,blk_8968608251219902913,081110123132,Received
2008-11-10,123237,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.10.100:50010 is added to blk_-8502460962248995911 size 28489733,BLOCK*,blk_-8502460962248995911,081110123237,BLOCK*
2008-11-10,123252,11126,INFO,dfs.DataNode$PacketResponder,Received block blk_-1201318815778694289 of size 67108864 from /10.251.194.147,Received,blk_-1201318815778694289,081110123252,Received
2008-11-10,123252,11243,INFO,dfs.DataNode$PacketResponder,Received block blk_-9089815063425241739 of size 67108864 from /10.251.126.255,Received,blk_-9089815063425241739,081110123252,Received
2008-11-10,123309,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.32:50010 is added to blk_1389634598105954660 size 67108864,BLOCK*,blk_1389634598105954660,081110123309,BLOCK*
2008-11-10,123401,10856,INFO,dfs.DataNode$PacketResponder,Received block blk_557803157214911261 of size 67108864 from /10.251.198.196,Received,blk_557803157214911261,081110123401,Received
2008-11-10,123453,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.42.9:50010 is added to blk_-1435656632270396446 size 28490269,BLOCK*,blk_-1435656632270396446,081110123453,BLOCK*
2008-11-10,123517,11398,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_7345322407792942877 terminating,PacketResponder,blk_7345322407792942877,081110123517,PacketResponder
2008-11-10,123541,11406,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-8939321760994370713 terminating,PacketResponder,blk_-8939321760994370713,081110123541,PacketResponder
2008-11-10,123543,11010,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_3958940914408609637 terminating,PacketResponder,blk_3958940914408609637,081110123543,PacketResponder
2008-11-10,123726,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_001968_1/part-01968. blk_5106303344783117537,BLOCK*,blk_5106303344783117537,081110123726,BLOCK*
2008-11-10,123810,11328,INFO,dfs.DataNode$DataXceiver,Receiving block blk_6628512193350164674 src: /10.251.73.220:33460 dest: /10.251.73.220:50010,Receiving,blk_6628512193350164674,081110123810,Receiving
2008-11-10,123827,11309,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-5587827566367944828 terminating,PacketResponder,blk_-5587827566367944828,081110123827,PacketResponder
2008-11-10,135645,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_-4984504651603069357,Verification,blk_-4984504651603069357,081110135645,Verification
2008-11-10,142841,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand2/_temporary/_task_200811101024_0003_r_000258_0/part-00258. blk_387577766066135394,BLOCK*,blk_387577766066135394,081110142841,BLOCK*
2008-11-10,143222,12360,INFO,dfs.DataNode$DataXceiver,Receiving block blk_6107935679779418195 src: /10.251.43.115:55925 dest: /10.251.43.115:50010,Receiving,blk_6107935679779418195,081110143222,Receiving
2008-11-10,143232,12469,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_3584162266158512993 terminating,PacketResponder,blk_3584162266158512993,081110143232,PacketResponder
2008-11-10,143318,12458,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-2591043665372016488 terminating,PacketResponder,blk_-2591043665372016488,081110143318,PacketResponder
2008-11-10,143336,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand2/_temporary/_task_200811101024_0003_r_000257_0/part-00257. blk_-1732662141253491971,BLOCK*,blk_-1732662141253491971,081110143336,BLOCK*
2008-11-10,143353,12141,INFO,dfs.DataNode$DataXceiver,Receiving block blk_4959462704623252283 src: /10.251.125.174:44166 dest: /10.251.125.174:50010,Receiving,blk_4959462704623252283,081110143353,Receiving
2008-11-10,143430,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.96:50010 is added to blk_4553790855855864497 size 67108864,BLOCK*,blk_4553790855855864497,081110143430,BLOCK*
2008-11-10,143551,12299,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-3261177124784025140 src: /10.251.29.239:43937 dest: /10.251.29.239:50010,Receiving,blk_-3261177124784025140,081110143551,Receiving
2008-11-10,143554,12294,INFO,dfs.DataNode$PacketResponder,Received block blk_7501235595045510958 of size 67108864 from /10.251.214.67,Received,blk_7501235595045510958,081110143554,Received
2008-11-10,143613,12543,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-3486808304671603275 src: /10.251.30.85:37518 dest: /10.251.30.85:50010,Receiving,blk_-3486808304671603275,081110143613,Receiving
2008-11-10,143651,12577,INFO,dfs.DataNode$DataXceiver,Receiving block blk_6563909003697001371 src: /10.251.39.144:48872 dest: /10.251.39.144:50010,Receiving,blk_6563909003697001371,081110143651,Receiving
2008-11-10,143725,12558,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_4068667188725811395 terminating,PacketResponder,blk_4068667188725811395,081110143725,PacketResponder
2008-11-10,143736,12448,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-7355153279766988632 src: /10.251.194.245:35876 dest: /10.251.194.245:50010,Receiving,blk_-7355153279766988632,081110143736,Receiving
2008-11-10,143920,12287,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-4854562124894030819 src: /10.250.10.100:40486 dest: /10.250.10.100:50010,Receiving,blk_-4854562124894030819,081110143920,Receiving
2008-11-10,143945,12653,INFO,dfs.DataNode$PacketResponder,Received block blk_1828089683746536118 of size 67108864 from /10.250.6.223,Received,blk_1828089683746536118,081110143945,Received
2008-11-10,144004,12354,INFO,dfs.DataNode$DataXceiver,Receiving block blk_1345503778930512538 src: /10.251.75.163:40307 dest: /10.251.75.163:50010,Receiving,blk_1345503778930512538,081110144004,Receiving
2008-11-10,144024,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.195.70:50010 is added to blk_4318179566727871532 size 67108864,BLOCK*,blk_4318179566727871532,081110144024,BLOCK*
2008-11-10,144035,12577,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_727000711161641724 terminating,PacketResponder,blk_727000711161641724,081110144035,PacketResponder
2008-11-10,144100,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.33:50010 is added to blk_-2916658835497879256 size 67108864,BLOCK*,blk_-2916658835497879256,081110144100,BLOCK*
2008-11-10,144201,12384,INFO,dfs.DataNode$PacketResponder,Received block blk_7227035060836018780 of size 67108864 from /10.250.5.237,Received,blk_7227035060836018780,081110144201,Received
2008-11-10,144220,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.209:50010 is added to blk_4069436988023676023 size 67108864,BLOCK*,blk_4069436988023676023,081110144220,BLOCK*
2008-11-10,144309,12287,INFO,dfs.DataNode$PacketResponder,Received block blk_-3981735565440284420 of size 67108864 from /10.251.127.243,Received,blk_-3981735565440284420,081110144309,Received
2008-11-10,144404,12709,INFO,dfs.DataNode$DataXceiver,Receiving block blk_728165942214842306 src: /10.251.30.179:57828 dest: /10.251.30.179:50010,Receiving,blk_728165942214842306,081110144404,Receiving
2008-11-10,144509,12519,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-3157541550945505354 src: /10.251.125.193:45917 dest: /10.251.125.193:50010,Receiving,blk_-3157541550945505354,081110144509,Receiving
2008-11-10,144546,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.27.63:50010 is added to blk_7838843222458775811 size 67108864,BLOCK*,blk_7838843222458775811,081110144546,BLOCK*
2008-11-10,144547,12473,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_3088175971503531298 terminating,PacketResponder,blk_3088175971503531298,081110144547,PacketResponder
2008-11-10,144643,12257,INFO,dfs.DataNode$PacketResponder,Received block blk_-3620767662957963389 of size 67108864 from /10.251.203.179,Received,blk_-3620767662957963389,081110144643,Received
2008-11-10,144735,12785,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-5078186985701364847 src: /10.251.37.240:35757 dest: /10.251.37.240:50010,Receiving,blk_-5078186985701364847,081110144735,Receiving
2008-11-10,144750,12364,INFO,dfs.DataNode$DataXceiver,Receiving block blk_7193551490488433552 src: /10.251.74.227:44191 dest: /10.251.74.227:50010,Receiving,blk_7193551490488433552,081110144750,Receiving
2008-11-10,144848,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.102:50010 is added to blk_-8022986908643041177 size 67108864,BLOCK*,blk_-8022986908643041177,081110144848,BLOCK*
2008-11-10,144947,12810,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-5003122231679852524 src: /10.250.7.230:51033 dest: /10.250.7.230:50010,Receiving,blk_-5003122231679852524,081110144947,Receiving
2008-11-10,145021,12676,INFO,dfs.DataNode$PacketResponder,Received block blk_-3276232266876914214 of size 67108864 from /10.250.7.146,Received,blk_-3276232266876914214,081110145021,Received
2008-11-10,145037,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand2/_temporary/_task_200811101024_0003_r_000210_0/part-00210. blk_-7667417209393167541,BLOCK*,blk_-7667417209393167541,081110145037,BLOCK*
2008-11-10,145114,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.31.242:50010 is added to blk_-5400783031085008882 size 67108864,BLOCK*,blk_-5400783031085008882,081110145114,BLOCK*
2008-11-10,145120,12820,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-1197396592032418307 terminating,PacketResponder,blk_-1197396592032418307,081110145120,PacketResponder
2008-11-10,145203,12416,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_7533949673910842243 terminating,PacketResponder,blk_7533949673910842243,081110145203,PacketResponder
2008-11-10,145213,12875,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_8842097432176169457 terminating,PacketResponder,blk_8842097432176169457,081110145213,PacketResponder
2008-11-10,145452,12780,INFO,dfs.DataNode$PacketResponder,Received block blk_560063894682806537 of size 67108864 from /10.251.194.129,Received,blk_560063894682806537,081110145452,Received
2008-11-10,145506,12603,INFO,dfs.DataNode$PacketResponder,Received block blk_2652444451422301232 of size 67108864 from /10.251.214.225,Received,blk_2652444451422301232,081110145506,Received
2008-11-10,145606,12992,INFO,dfs.DataNode$PacketResponder,Received block blk_7016884347337429710 of size 67108864 from /10.251.194.129,Received,blk_7016884347337429710,081110145606,Received
2008-11-10,145606,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.26.131:50010 is added to blk_-4174618838156947380 size 67108864,BLOCK*,blk_-4174618838156947380,081110145606,BLOCK*
2008-11-10,145703,12721,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-3402248757106237109 terminating,PacketResponder,blk_-3402248757106237109,081110145703,PacketResponder
2008-11-10,145746,12982,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-8915123233040672605 src: /10.250.10.176:58294 dest: /10.250.10.176:50010,Receiving,blk_-8915123233040672605,081110145746,Receiving
2008-11-10,145749,12962,INFO,dfs.DataNode$PacketResponder,Received block blk_-5633587983998853189 of size 67108864 from /10.251.73.220,Received,blk_-5633587983998853189,081110145749,Received
2008-11-10,145818,12949,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_2570966823909513791 terminating,PacketResponder,blk_2570966823909513791,081110145818,PacketResponder
2008-11-10,145931,12812,INFO,dfs.DataNode$PacketResponder,Received block blk_-6168484338203583997 of size 67108864 from /10.251.39.192,Received,blk_-6168484338203583997,081110145931,Received
2008-11-10,145944,12814,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-3172594752427649592 src: /10.251.198.196:57807 dest: /10.251.198.196:50010,Receiving,blk_-3172594752427649592,081110145944,Receiving
2008-11-10,150009,12830,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_8285441926344578159 terminating,PacketResponder,blk_8285441926344578159,081110150009,PacketResponder
2008-11-10,150125,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.193:50010 is added to blk_7415823309220171667 size 67108864,BLOCK*,blk_7415823309220171667,081110150125,BLOCK*
2008-11-10,150205,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand2/_temporary/_task_200811101024_0003_r_000116_0/part-00116. blk_6749232449432458524,BLOCK*,blk_6749232449432458524,081110150205,BLOCK*
2008-11-10,150238,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.38.197:50010 is added to blk_-5427918313707752877 size 67108864,BLOCK*,blk_-5427918313707752877,081110150238,BLOCK*
2008-11-10,150240,12700,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-4673509946769671609 src: /10.251.30.85:34022 dest: /10.251.30.85:50010,Receiving,blk_-4673509946769671609,081110150240,Receiving
2008-11-10,150254,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_-7803343374223161433,Verification,blk_-7803343374223161433,081110150254,Verification
2008-11-10,150316,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.105.189:50010 is added to blk_-3275237990609680332 size 67108864,BLOCK*,blk_-3275237990609680332,081110150316,BLOCK*
2008-11-10,150436,13158,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-8584158329012779023 src: /10.250.19.16:50122 dest: /10.250.19.16:50010,Receiving,blk_-8584158329012779023,081110150436,Receiving
2008-11-10,150455,13155,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-4468166796563085237 src: /10.251.215.50:53705 dest: /10.251.215.50:50010,Receiving,blk_-4468166796563085237,081110150455,Receiving
2008-11-10,150531,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand2/_temporary/_task_200811101024_0003_r_000315_0/part-00315. blk_-463998587096565542,BLOCK*,blk_-463998587096565542,081110150531,BLOCK*
2008-11-10,150600,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.73.220:50010 is added to blk_578261619176233743 size 67108864,BLOCK*,blk_578261619176233743,081110150600,BLOCK*
2008-11-10,150618,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.73.188:50010 is added to blk_-3897674589140998025 size 67108864,BLOCK*,blk_-3897674589140998025,081110150618,BLOCK*
2008-11-10,150751,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.17.225:50010 is added to blk_-3573208405519699182 size 67108864,BLOCK*,blk_-3573208405519699182,081110150751,BLOCK*
2008-11-10,150809,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.67:50010 is added to blk_4154740411570608045 size 67108864,BLOCK*,blk_4154740411570608045,081110150809,BLOCK*
2008-11-10,150933,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.179:50010 is added to blk_8188837227311063557 size 67108864,BLOCK*,blk_8188837227311063557,081110150933,BLOCK*
2008-11-10,151115,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.42.191:50010 is added to blk_-4208396523159735354 size 67108864,BLOCK*,blk_-4208396523159735354,081110151115,BLOCK*
2008-11-10,151202,13109,INFO,dfs.DataNode$DataXceiver,Receiving block blk_7572868180557515526 src: /10.251.214.130:38983 dest: /10.251.214.130:50010,Receiving,blk_7572868180557515526,081110151202,Receiving
2008-11-10,151229,13144,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-1733803097614960767 terminating,PacketResponder,blk_-1733803097614960767,081110151229,PacketResponder
